device_use,devicetype,latitude,longitude,location_parameters,device_status,network,Cost
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,82942
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,49377
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,35574
Wifi Device Counter,nCounter,-38.1494367,144.3774611,unknown,Active,LoraWAN (TTN),98247
Wifi Device Counter,nCounter,-38.1446587,144.3592925,unknown,Assigned,LoraWAN (TTN),57002
Indoor Temp Sensor,Elsys.SE ESM5K,-38.144711,144.360452,unknown,unknown,LoraWAN (TTN),13343
Indoor Temp Sensor,Elsys.SE ESM5K,-38.1468119,144.3588074,unknown,unknown,LoraWAN (TTN),25508
Wifi Device Counter,nCounter,-38.1493122,144.3770579,unknown,Active,LoraWAN (TTN),94084
Wifi Device Counter,nCounter,-38.1447631,144.3595969,unknown,Active,LoraWAN (TTN),24816
Wifi Device Counter,nCounter,-38.1496014,144.3608612,unknown,unknown,LoraWAN (TTN),44966
Wifi Device Counter,nCounter,-38.1489155,144.3584489,unknown,Active,LoraWAN (TTN),42190
Wifi Device Counter,nCounter,-38.1474393,144.3576924,unknown,Active,LoraWAN (TTN),92629
Wifi Device Counter,Cisco Meraki,-38.148573,144.361279,unknown,unknown,Not LoraWAN,35372
Parking,Turbo,-38.1521818,144.3642471,2P Diagonal,Active,LoraWAN (TTN),40125
Parking,Turbo,-38.1525202,144.3632244,2P Parrallel,Active,LoraWAN (TTN),14435
Parking,Turbo,-38.1485123,144.3611459,2P Parrallel,Active,LoraWAN (TTN),52238
Parking,Turbo,-38.1495716,144.3610219,2P Parrallel,Active,LoraWAN (TTN),38520
Parking,Turbo,-38.1498852,144.3614617,2P Parrallel,Active,LoraWAN (TTN),95854
Parking,Turbo,-38.1510205,144.3573064,2P Parrallel,Active,LoraWAN (TTN),48999
Parking,Turbo,-38.1483584,144.3646351,2P Median,Active,LoraWAN (TTN),58092
Parking,Turbo,-38.1432402,144.3611037,3P Diagonal,Active,LoraWAN (TTN),27275
Parking,Turbo,-38.1514218,144.364608,2P Diagonal,To be installed,LoraWAN (TTN),94891
Wifi Device Counter,nCounter,-38.1467049,144.3683997,unknown,Active,LoraWAN (TTN),45618
Wifi Device Counter,nCounter,-38.1475187,144.3737408,unknown,Inactive,LoraWAN (TTN),12953
Wifi Device Counter,nCounter,-38.1861465,144.3938752,unknown,Active,LoraWAN (TTN),82651
Wifi Device Counter,nCounter,-38.1220226,144.3591414,unknown,Active,LoraWAN (TTN),28452
Wifi Device Counter,nCounter,-38.1456638,144.3587789,unknown,Assigned,LoraWAN (TTN),12948
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,5743
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,56035
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,10429
Wifi Device Counter,nCounter,-38.1424258,144.360149,unknown,Inactive,LoraWAN (TTN),4848
Wifi Device Counter,nCounter,-38.1439919,144.3637687,unknown,Inactive,LoraWAN (TTN),43872
Wifi Device Counter,nCounter,-38.1454818,144.3657981,unknown,Inactive,LoraWAN (TTN),68028
Wifi Device Counter,nCounter,-38.1469338,144.3711246,unknown,Active,LoraWAN (TTN),51993
Wifi Device Counter,nCounter,-38.1746141,144.3430678,unknown,Active,LoraWAN (TTN),32222
Wifi Device Counter,nCounter,-38.1274401,144.3549584,unknown,Active,LoraWAN (TTN),61281
Weather Station,Atmos,-38.1220226,144.3591414,unknown,Active,LoraWAN (TTN),57086
Weather Station,Atmos,-38.1456638,144.3587789,unknown,Active,LoraWAN (TTN),87685
Weather Station,Atmos,-38.1274401,144.3549584,unknown,Inactive,Not LoraWAN,48795
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,66152
Wifi Device Counter,nCounter,-38.1687756,144.3512498,unknown,Active,Not LoraWAN,88312
Wifi Device Counter,Cisco Meraki,-38.143849,144.362906,unknown,unknown,Not LoraWAN,74667
Wifi Device Counter,nCounter,-38.1458692,144.3581138,unknown,Active,Not LoraWAN,27220
Wifi Device Counter,nCounter,-38.1496014,144.3608612,unknown,unknown,Not LoraWAN,59258
Wifi Device Counter,nCounter,-38.1470072,144.3565397,unknown,unknown,Not LoraWAN,86109
Wifi Device Counter,nCounter,-38.14762,144.3622749,unknown,Active,Not LoraWAN,9632
Parking,Turbo,-38.148484,144.362902,2P Parrallel,Active,LoraWAN (TTN),72287
Parking,Turbo,-38.1484674,144.3631551,2P Parrallel,Active,LoraWAN (TTN),98446
Parking,Turbo,-38.1515048,144.3643487,2P Diagonal,Active,LoraWAN (TTN),34865
Parking,Turbo,-38.1495576,144.3603029,2P Parrallel,Active,LoraWAN (TTN),77642
Parking,Turbo,-38.1510081,144.3579266,2P Parrallel,Active,LoraWAN (TTN),16572
Parking,Turbo,-38.1512738,144.3581845,2P Parrallel,Active,LoraWAN (TTN),85289
Parking,Turbo,-38.1472291,144.3567211,2P Parrallel,Active,LoraWAN (TTN),10442
Parking,Turbo,-38.1483292,144.3648312,2P Parrallel,Active,LoraWAN (TTN),35808
Wifi Device Counter,nCounter,-38.1430798,144.361831,unknown,Active,LoraWAN (TTN),45422
Wifi Device Counter,nCounter,-38.1463294,144.367355,unknown,Inactive,LoraWAN (TTN),1854
Wifi Device Counter,nCounter,-38.1479277,144.3588385,unknown,Active,LoraWAN (TTN),71416
Weather Station,Atmos,-38.1861465,144.3938752,unknown,Active,Not LoraWAN,16179
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,40131
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,33431
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,4275
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,97830
Wifi Device Counter,nCounter,-38.1494367,144.3774611,unknown,Active,LoraWAN (TTN),99634
Wifi Device Counter,nCounter,-38.1446587,144.3592925,unknown,Assigned,LoraWAN (TTN),14543
Indoor Temp Sensor,Elsys.SE ESM5K,-38.144711,144.360452,unknown,unknown,LoraWAN (TTN),39096
Indoor Temp Sensor,Elsys.SE ESM5K,-38.1468119,144.3588074,unknown,unknown,LoraWAN (TTN),97411
Wifi Device Counter,nCounter,-38.1493122,144.3770579,unknown,Active,LoraWAN (TTN),32045
Wifi Device Counter,nCounter,-38.1447631,144.3595969,unknown,Active,LoraWAN (TTN),51656
Wifi Device Counter,nCounter,-38.1496014,144.3608612,unknown,unknown,LoraWAN (TTN),68076
Wifi Device Counter,nCounter,-38.1489155,144.3584489,unknown,Active,LoraWAN (TTN),37870
Wifi Device Counter,nCounter,-38.1474393,144.3576924,unknown,Active,LoraWAN (TTN),10952
Wifi Device Counter,Cisco Meraki,-38.148573,144.361279,unknown,unknown,Not LoraWAN,60940
Parking,Turbo,-38.1521818,144.3642471,2P Diagonal,Active,LoraWAN (TTN),35461
Parking,Turbo,-38.1525202,144.3632244,2P Parrallel,Active,LoraWAN (TTN),2849
Parking,Turbo,-38.1485123,144.3611459,2P Parrallel,Active,LoraWAN (TTN),83040
Parking,Turbo,-38.1495716,144.3610219,2P Parrallel,Active,LoraWAN (TTN),53105
Parking,Turbo,-38.1498852,144.3614617,2P Parrallel,Active,LoraWAN (TTN),71933
Parking,Turbo,-38.1510205,144.3573064,2P Parrallel,Active,LoraWAN (TTN),26409
Parking,Turbo,-38.1483584,144.3646351,2P Median,Active,LoraWAN (TTN),70002
Parking,Turbo,-38.1432402,144.3611037,3P Diagonal,Active,LoraWAN (TTN),70548
Parking,Turbo,-38.1514218,144.364608,2P Diagonal,To be installed,LoraWAN (TTN),74637
Wifi Device Counter,nCounter,-38.1467049,144.3683997,unknown,Active,LoraWAN (TTN),79268
Wifi Device Counter,nCounter,-38.1475187,144.3737408,unknown,Inactive,LoraWAN (TTN),34234
Wifi Device Counter,nCounter,-38.1861465,144.3938752,unknown,Active,LoraWAN (TTN),90291
Wifi Device Counter,nCounter,-38.1220226,144.3591414,unknown,Active,LoraWAN (TTN),34382
Wifi Device Counter,nCounter,-38.1456638,144.3587789,unknown,Assigned,LoraWAN (TTN),99001
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,41399
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,68485
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,90479
Wifi Device Counter,nCounter,-38.1686428,144.3509363,unknown,unknown,LoraWAN (TTN),97433
Wifi Device Counter,nCounter,-38.1691458,144.3511856,unknown,Active,LoraWAN (TTN),79524
Wifi Device Counter,nCounter,-38.1687411,144.3510241,unknown,unknown,LoraWAN (TTN),23496
Indoor Temp Sensor,Elsys.SE ESM5K,-38.1496331,144.360899,unknown,unknown,LoraWAN (TTN),69113
Indoor Temp Sensor,Elsys.SE ESM5K,-38.1493579,144.3595975,unknown,unknown,LoraWAN (TTN),45188
Wifi Device Counter,Cisco Meraki,-38.147158,144.358161,unknown,unknown,Not LoraWAN,8891
Wifi Device Counter,Cisco Meraki,-38.143364,144.361926,unknown,unknown,Not LoraWAN,59429
Wifi Device Counter,Cisco Meraki,-38.147308,144.373781,unknown,unknown,Not LoraWAN,5542
Wifi Device Counter,nCounter,-38.147906,144.363372,unknown,unknown,LoraWAN (TTN),5014
Wifi Device Counter,nCounter,-38.1469395,144.3599357,unknown,unknown,LoraWAN (TTN),4548
Wifi Device Counter,nCounter,-38.1468119,144.3588074,unknown,unknown,LoraWAN (TTN),5075
Wifi Device Counter,Cisco Meraki,-38.147929,144.358854,unknown,unknown,Not LoraWAN,74614
Wifi Device Counter,Cisco Meraki,-38.14768,144.361951,unknown,unknown,Not LoraWAN,29206
Parking,Turbo,-38.1482576,144.3638867,2P Parrallel,Active,LoraWAN (TTN),89749
Parking,Turbo,-38.1526821,144.3634288,2P Median,Active,LoraWAN (TTN),20488
Parking,Turbo,-38.1485746,144.3602221,2P Parrallel,Active,LoraWAN (TTN),85751
Parking,Turbo,-38.1475031,144.3573301,2P Parrallel,Active,LoraWAN (TTN),15430
Wifi Device Counter,nCounter,-38.1424258,144.360149,unknown,Inactive,LoraWAN (TTN),13465
Wifi Device Counter,nCounter,-38.1439919,144.3637687,unknown,Inactive,LoraWAN (TTN),40232
Wifi Device Counter,nCounter,-38.1454818,144.3657981,unknown,Inactive,LoraWAN (TTN),76146
Wifi Device Counter,nCounter,-38.1469338,144.3711246,unknown,Active,LoraWAN (TTN),24699
Wifi Device Counter,nCounter,-38.1746141,144.3430678,unknown,Active,LoraWAN (TTN),90436
Wifi Device Counter,nCounter,-38.1274401,144.3549584,unknown,Active,LoraWAN (TTN),38109
Weather Station,Atmos,-38.1220226,144.3591414,unknown,Active,LoraWAN (TTN),28671
Weather Station,Atmos,-38.1456638,144.3587789,unknown,Active,LoraWAN (TTN),33058
Weather Station,Atmos,-38.1274401,144.3549584,unknown,Inactive,Not LoraWAN,99369
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,79733
Wifi Device Counter,nCounter,-38.1687756,144.3512498,unknown,Active,Not LoraWAN,63222
Wifi Device Counter,Cisco Meraki,-38.143849,144.362906,unknown,unknown,Not LoraWAN,67275
Wifi Device Counter,nCounter,-38.1458692,144.3581138,unknown,Active,Not LoraWAN,7901
Wifi Device Counter,nCounter,-38.1496014,144.3608612,unknown,unknown,Not LoraWAN,11158
Wifi Device Counter,nCounter,-38.1470072,144.3565397,unknown,unknown,Not LoraWAN,34882
Wifi Device Counter,nCounter,-38.14762,144.3622749,unknown,Active,Not LoraWAN,62680
Parking,Turbo,-38.148484,144.362902,2P Parrallel,Active,LoraWAN (TTN),99775
Parking,Turbo,-38.1484674,144.3631551,2P Parrallel,Active,LoraWAN (TTN),93860
Parking,Turbo,-38.1515048,144.3643487,2P Diagonal,Active,LoraWAN (TTN),66898
Parking,Turbo,-38.1495576,144.3603029,2P Parrallel,Active,LoraWAN (TTN),15180
Parking,Turbo,-38.1510081,144.3579266,2P Parrallel,Active,LoraWAN (TTN),4194
Parking,Turbo,-38.1512738,144.3581845,2P Parrallel,Active,LoraWAN (TTN),34480
Parking,Turbo,-38.1472291,144.3567211,2P Parrallel,Active,LoraWAN (TTN),80035
Parking,Turbo,-38.1483292,144.3648312,2P Parrallel,Active,LoraWAN (TTN),60538
Wifi Device Counter,nCounter,-38.1430798,144.361831,unknown,Active,LoraWAN (TTN),4947
Wifi Device Counter,nCounter,-38.1463294,144.367355,unknown,Inactive,LoraWAN (TTN),88963
Wifi Device Counter,nCounter,-38.1479277,144.3588385,unknown,Active,LoraWAN (TTN),72922
Weather Station,Atmos,-38.1861465,144.3938752,unknown,Active,Not LoraWAN,52112
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,37364
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,62757
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,91763
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,97606
Wifi Device Counter,nCounter,-38.1494367,144.3774611,unknown,Active,LoraWAN (TTN),40668
Wifi Device Counter,nCounter,-38.1446587,144.3592925,unknown,Assigned,LoraWAN (TTN),44542
Indoor Temp Sensor,Elsys.SE ESM5K,-38.144711,144.360452,unknown,unknown,LoraWAN (TTN),75955
Indoor Temp Sensor,Elsys.SE ESM5K,-38.1468119,144.3588074,unknown,unknown,LoraWAN (TTN),56644
Wifi Device Counter,nCounter,-38.1493122,144.3770579,unknown,Active,LoraWAN (TTN),78671
Wifi Device Counter,nCounter,-38.1447631,144.3595969,unknown,Active,LoraWAN (TTN),95818
Wifi Device Counter,nCounter,-38.1496014,144.3608612,unknown,unknown,LoraWAN (TTN),34919
Wifi Device Counter,nCounter,-38.1489155,144.3584489,unknown,Active,LoraWAN (TTN),31274
Wifi Device Counter,nCounter,-38.1474393,144.3576924,unknown,Active,LoraWAN (TTN),82390
Wifi Device Counter,Cisco Meraki,-38.148573,144.361279,unknown,unknown,Not LoraWAN,45660
Parking,Turbo,-38.1521818,144.3642471,2P Diagonal,Active,LoraWAN (TTN),63800
Parking,Turbo,-38.1525202,144.3632244,2P Parrallel,Active,LoraWAN (TTN),60355
Parking,Turbo,-38.1485123,144.3611459,2P Parrallel,Active,LoraWAN (TTN),96192
Parking,Turbo,-38.1495716,144.3610219,2P Parrallel,Active,LoraWAN (TTN),8588
Parking,Turbo,-38.1498852,144.3614617,2P Parrallel,Active,LoraWAN (TTN),14371
Parking,Turbo,-38.1510205,144.3573064,2P Parrallel,Active,LoraWAN (TTN),7687
Parking,Turbo,-38.1483584,144.3646351,2P Median,Active,LoraWAN (TTN),47674
Parking,Turbo,-38.1432402,144.3611037,3P Diagonal,Active,LoraWAN (TTN),73338
Parking,Turbo,-38.1514218,144.364608,2P Diagonal,To be installed,LoraWAN (TTN),26125
Wifi Device Counter,nCounter,-38.1467049,144.3683997,unknown,Active,LoraWAN (TTN),34606
Wifi Device Counter,nCounter,-38.1475187,144.3737408,unknown,Inactive,LoraWAN (TTN),54393
Wifi Device Counter,nCounter,-38.1861465,144.3938752,unknown,Active,LoraWAN (TTN),49612
Wifi Device Counter,nCounter,-38.1220226,144.3591414,unknown,Active,LoraWAN (TTN),15615
Wifi Device Counter,nCounter,-38.1456638,144.3587789,unknown,Assigned,LoraWAN (TTN),41339
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,89389
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,49169
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,30115
Wifi Device Counter,nCounter,-38.1686428,144.3509363,unknown,unknown,LoraWAN (TTN),3757
Wifi Device Counter,nCounter,-38.1691458,144.3511856,unknown,Active,LoraWAN (TTN),22783
Wifi Device Counter,nCounter,-38.1687411,144.3510241,unknown,unknown,LoraWAN (TTN),20509
Indoor Temp Sensor,Elsys.SE ESM5K,-38.1496331,144.360899,unknown,unknown,LoraWAN (TTN),31505
Indoor Temp Sensor,Elsys.SE ESM5K,-38.1493579,144.3595975,unknown,unknown,LoraWAN (TTN),97663
Wifi Device Counter,Cisco Meraki,-38.147158,144.358161,unknown,unknown,Not LoraWAN,67718
Wifi Device Counter,Cisco Meraki,-38.143364,144.361926,unknown,unknown,Not LoraWAN,29946
Wifi Device Counter,Cisco Meraki,-38.147308,144.373781,unknown,unknown,Not LoraWAN,81940
Wifi Device Counter,nCounter,-38.147906,144.363372,unknown,unknown,LoraWAN (TTN),90184
Wifi Device Counter,nCounter,-38.1469395,144.3599357,unknown,unknown,LoraWAN (TTN),32117
Wifi Device Counter,nCounter,-38.1468119,144.3588074,unknown,unknown,LoraWAN (TTN),47161
Wifi Device Counter,Cisco Meraki,-38.147929,144.358854,unknown,unknown,Not LoraWAN,94493
Wifi Device Counter,Cisco Meraki,-38.14768,144.361951,unknown,unknown,Not LoraWAN,57433
Parking,Turbo,-38.1482576,144.3638867,2P Parrallel,Active,LoraWAN (TTN),11311
Parking,Turbo,-38.1526821,144.3634288,2P Median,Active,LoraWAN (TTN),78498
Parking,Turbo,-38.1485746,144.3602221,2P Parrallel,Active,LoraWAN (TTN),96445
Parking,Turbo,-38.1475031,144.3573301,2P Parrallel,Active,LoraWAN (TTN),51661
Wifi Device Counter,nCounter,-38.1424258,144.360149,unknown,Inactive,LoraWAN (TTN),29047
Wifi Device Counter,nCounter,-38.1439919,144.3637687,unknown,Inactive,LoraWAN (TTN),61110
Wifi Device Counter,nCounter,-38.1454818,144.3657981,unknown,Inactive,LoraWAN (TTN),25773
Wifi Device Counter,nCounter,-38.1469338,144.3711246,unknown,Active,LoraWAN (TTN),71992
Wifi Device Counter,nCounter,-38.1746141,144.3430678,unknown,Active,LoraWAN (TTN),14315
Wifi Device Counter,nCounter,-38.1274401,144.3549584,unknown,Active,LoraWAN (TTN),59060
Weather Station,Atmos,-38.1220226,144.3591414,unknown,Active,LoraWAN (TTN),48383
Weather Station,Atmos,-38.1456638,144.3587789,unknown,Active,LoraWAN (TTN),26143
Weather Station,Atmos,-38.1274401,144.3549584,unknown,Inactive,Not LoraWAN,34032
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,16999
Wifi Device Counter,nCounter,-38.1687756,144.3512498,unknown,Active,Not LoraWAN,42449
Wifi Device Counter,Cisco Meraki,-38.143849,144.362906,unknown,unknown,Not LoraWAN,41731
Wifi Device Counter,nCounter,-38.1458692,144.3581138,unknown,Active,Not LoraWAN,68808
Wifi Device Counter,nCounter,-38.1496014,144.3608612,unknown,unknown,Not LoraWAN,98871
Wifi Device Counter,nCounter,-38.1470072,144.3565397,unknown,unknown,Not LoraWAN,64942
Wifi Device Counter,nCounter,-38.14762,144.3622749,unknown,Active,Not LoraWAN,83216
Parking,Turbo,-38.148484,144.362902,2P Parrallel,Active,LoraWAN (TTN),33270
Parking,Turbo,-38.1484674,144.3631551,2P Parrallel,Active,LoraWAN (TTN),3887
Parking,Turbo,-38.1515048,144.3643487,2P Diagonal,Active,LoraWAN (TTN),71333
Parking,Turbo,-38.1495576,144.3603029,2P Parrallel,Active,LoraWAN (TTN),30976
Parking,Turbo,-38.1510081,144.3579266,2P Parrallel,Active,LoraWAN (TTN),20791
Parking,Turbo,-38.1512738,144.3581845,2P Parrallel,Active,LoraWAN (TTN),68930
Parking,Turbo,-38.1472291,144.3567211,2P Parrallel,Active,LoraWAN (TTN),77139
Parking,Turbo,-38.1483292,144.3648312,2P Parrallel,Active,LoraWAN (TTN),41402
Wifi Device Counter,nCounter,-38.1430798,144.361831,unknown,Active,LoraWAN (TTN),75894
Wifi Device Counter,nCounter,-38.1463294,144.367355,unknown,Inactive,LoraWAN (TTN),22543
Wifi Device Counter,nCounter,-38.1479277,144.3588385,unknown,Active,LoraWAN (TTN),36706
Weather Station,Atmos,-38.1861465,144.3938752,unknown,Active,Not LoraWAN,96359
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,25376
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,84931
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,58315
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,26383
Wifi Device Counter,nCounter,-38.1494367,144.3774611,unknown,Active,LoraWAN (TTN),59048
Wifi Device Counter,nCounter,-38.1446587,144.3592925,unknown,Assigned,LoraWAN (TTN),83971
Indoor Temp Sensor,Elsys.SE ESM5K,-38.144711,144.360452,unknown,unknown,LoraWAN (TTN),65586
Indoor Temp Sensor,Elsys.SE ESM5K,-38.1468119,144.3588074,unknown,unknown,LoraWAN (TTN),49559
Wifi Device Counter,nCounter,-38.1493122,144.3770579,unknown,Active,LoraWAN (TTN),13856
Wifi Device Counter,nCounter,-38.1447631,144.3595969,unknown,Active,LoraWAN (TTN),50317
Wifi Device Counter,nCounter,-38.1496014,144.3608612,unknown,unknown,LoraWAN (TTN),50755
Wifi Device Counter,nCounter,-38.1489155,144.3584489,unknown,Active,LoraWAN (TTN),73413
Wifi Device Counter,nCounter,-38.1474393,144.3576924,unknown,Active,LoraWAN (TTN),99724
Wifi Device Counter,Cisco Meraki,-38.148573,144.361279,unknown,unknown,Not LoraWAN,99422
Parking,Turbo,-38.1521818,144.3642471,2P Diagonal,Active,LoraWAN (TTN),52997
Parking,Turbo,-38.1525202,144.3632244,2P Parrallel,Active,LoraWAN (TTN),49711
Parking,Turbo,-38.1485123,144.3611459,2P Parrallel,Active,LoraWAN (TTN),89820
Parking,Turbo,-38.1495716,144.3610219,2P Parrallel,Active,LoraWAN (TTN),74901
Parking,Turbo,-38.1498852,144.3614617,2P Parrallel,Active,LoraWAN (TTN),71713
Parking,Turbo,-38.1510205,144.3573064,2P Parrallel,Active,LoraWAN (TTN),33816
Parking,Turbo,-38.1483584,144.3646351,2P Median,Active,LoraWAN (TTN),89662
Parking,Turbo,-38.1432402,144.3611037,3P Diagonal,Active,LoraWAN (TTN),58394
Parking,Turbo,-38.1514218,144.364608,2P Diagonal,To be installed,LoraWAN (TTN),46262
Wifi Device Counter,nCounter,-38.1467049,144.3683997,unknown,Active,LoraWAN (TTN),20364
Wifi Device Counter,nCounter,-38.1475187,144.3737408,unknown,Inactive,LoraWAN (TTN),54665
Wifi Device Counter,nCounter,-38.1861465,144.3938752,unknown,Active,LoraWAN (TTN),17042
Wifi Device Counter,nCounter,-38.1220226,144.3591414,unknown,Active,LoraWAN (TTN),59767
Wifi Device Counter,nCounter,-38.1456638,144.3587789,unknown,Assigned,LoraWAN (TTN),59694
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,1838
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,73791
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,53645
Wifi Device Counter,nCounter,-38.1424258,144.360149,unknown,Inactive,LoraWAN (TTN),79569
Wifi Device Counter,nCounter,-38.1439919,144.3637687,unknown,Inactive,LoraWAN (TTN),98058
Wifi Device Counter,nCounter,-38.1454818,144.3657981,unknown,Inactive,LoraWAN (TTN),89206
Wifi Device Counter,nCounter,-38.1469338,144.3711246,unknown,Active,LoraWAN (TTN),95746
Wifi Device Counter,nCounter,-38.1746141,144.3430678,unknown,Active,LoraWAN (TTN),39500
Wifi Device Counter,nCounter,-38.1274401,144.3549584,unknown,Active,LoraWAN (TTN),44041
Weather Station,Atmos,-38.1220226,144.3591414,unknown,Active,LoraWAN (TTN),11768
Weather Station,Atmos,-38.1456638,144.3587789,unknown,Active,LoraWAN (TTN),41261
Weather Station,Atmos,-38.1274401,144.3549584,unknown,Inactive,Not LoraWAN,34105
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,85535
Wifi Device Counter,nCounter,-38.1687756,144.3512498,unknown,Active,Not LoraWAN,75674
